digit1,acc1X,acc1Y,acc1Z,gyro1X,gyro1Y,gyro1Z,rot1X,rot1Y,rot1Z,mag1X,mag1Y,mag1Z,digit2
7.0,0.90388876,5.2893343,8.043473,0.3827068,0.074067354,0.2376264,0.17019989,-0.23334444,-0.7295151,9.675,34.2,32.925003,0.0
7.0,0.8921418920794939,5.290239375277825,8.038534928733267,0.3827068,0.074067354,0.2376264,0.1525319477884005,-0.2289151979489697,-0.7312995722729908,9.667762276083025,34.20983455670747,32.92804743265827,0.0
7.0,0.9049726805649156,5.29831557901347,8.03554096484583,0.3827068,0.074067354,0.2376264,0.1619935985557909,-0.2319868126060081,-0.7314922565082526,9.688141558229816,34.19099315628201,32.94445799752552,0.0
7.0,0.8898413452029328,5.289276603447024,8.044756023274289,0.3827068,0.074067354,0.2376264,0.1757541069563644,-0.2193954486851728,-0.7070167955506844,9.671921607754856,34.21081408377212,32.92324931982474,0.0
7.0,0.9056261129903108,5.277005577645068,8.050172404591567,0.3827068,0.074067354,0.2376264,0.1666516683874955,-0.2129101726729326,-0.728598076385199,9.676076861634842,34.18808201681363,32.92653664048162,0.0
7.0,0.8980516589308202,5.282040225624877,8.032516982679427,0.3827068,0.074067354,0.2376264,0.1738965028269862,-0.2266699658479783,-0.735357967624457,9.682662424513374,34.210438914912814,32.92802028375803,0.0
3.0,2.5525436,5.983253,7.4859457,0.38423395,-0.46517354,0.2771799,0.32758456,0.06444946,0.45781994,15.825001,21.84375,15.69375,2.0
3.0,2.5366887484950205,5.9794217681171675,7.472002978637681,0.38423395,-0.46517354,0.2771799,0.3346910559605112,0.0536823619634456,0.4566655120162766,15.830177681755844,21.84579225883005,15.698892176034668,2.0
3.0,2.568801590310169,5.9852866116901575,7.498108636055871,0.38423395,-0.46517354,0.2771799,0.3281383849748813,0.0761529477916569,0.4609356038286916,15.80258811753957,21.834490007765098,15.705920409651444,2.0
3.0,2.554099556649854,5.979177257243119,7.488971797531459,0.38423395,-0.46517354,0.2771799,0.3248039798928992,0.0732723749548272,0.4675209027985079,15.829067271272695,21.83229356211575,15.686096267100218,2.0
3.0,2.555640932255777,5.974801885332296,7.48075045100192,0.38423395,-0.46517354,0.2771799,0.3281832883890133,0.058275247969226,0.4436568153329649,15.817323493370049,21.840143781743144,15.69556756853648,2.0
3.0,2.540837572386036,5.989742854020418,7.495496637344278,0.38423395,-0.46517354,0.2771799,0.3249656260133422,0.0715568272040769,0.4506189467344866,15.81943336804832,21.8378836194612,15.700393170443808,2.0
5.0,2.129014,5.7966127,7.6163545,0.18723005,-0.21395539,0.035124727,0.29539785,0.061704807,0.43321133,13.931251,20.625,15.000001,4.0
5.0,2.1185023101633287,5.799670673117456,7.63376110043703,0.18723005,-0.21395539,0.035124727,0.2885741230172516,0.0662357041827002,0.4321019141446631,13.937783967192813,20.6333613248487,15.01078884450922,4.0
5.0,2.1237780066013796,5.7957760985516895,7.613602130311075,0.18723005,-0.21395539,0.035124727,0.2949341906087879,0.0611203651595285,0.4307081576636874,13.934061835175305,20.62085866216495,15.014063110796334,4.0
5.0,2.1326599094789667,5.798085599593913,7.616788627211698,0.18723005,-0.21395539,0.035124727,0.2894907764369843,0.0604438661033459,0.4257770209438213,13.92378573870122,20.61659905291598,15.006244938056396,4.0
5.0,2.131139581133103,5.796733860995809,7.623939886610864,0.18723005,-0.21395539,0.035124727,0.2825603372037729,0.0593633992086855,0.4270113528208681,13.941201856409608,20.638001399635893,14.998795701905712,4.0
5.0,2.124803743285624,5.80344085828303,7.610110655619838,0.18723005,-0.21395539,0.035124727,0.2959642716133452,0.0603355668797261,0.4264358544045734,13.940100769058944,20.635331357923903,15.003293684186422,4.0
9.0,3.1004999,6.068198,7.05105,-0.08353576,0.21670428,-0.022143848,0.3409977,0.040808614,0.4435161,11.512501,19.03125,15.093751,1.0
9.0,3.095304921835446,6.064407793205406,7.061021929985366,-0.08353576,0.21670428,-0.022143848,0.3552223537899351,0.0590084596305703,0.4320725475578186,11.506395847930058,19.015809972429263,15.094949922750372,1.0
9.0,3.1063937250932563,6.061996644813257,7.042062244015527,-0.08353576,0.21670428,-0.022143848,0.3410703067257251,0.0468801710034451,0.4465636523284517,11.50332387092315,19.04832252282641,15.073729017425734,1.0
9.0,3.11021020804907,6.0712711837281805,7.060309886010765,-0.08353576,0.21670428,-0.022143848,0.3381915491015152,0.0288149658260248,0.4535736583846531,11.510702020507546,19.02954965635571,15.095936083338533,1.0
9.0,3.1100146210264823,6.070185722299891,7.046320949159346,-0.08353576,0.21670428,-0.022143848,0.3379983406209164,0.0412435593432128,0.4377651003534309,11.507219729042834,19.027177218857908,15.099978570212643,1.0
9.0,3.101817491588609,6.077216498329986,7.070250945544818,-0.08353576,0.21670428,-0.022143848,0.3360964384873567,0.0491207719138038,0.412467586625379,11.513959837185643,19.035532739408097,15.101721704817104,1.0
6.0,1.861616,5.6333027,7.5720873,0.18692462,-0.31627524,0.08307761,0.32603866,0.053699385,0.44821715,12.731251,19.81875,13.856251,4.0
6.0,1.863924447456502,5.6268405070492005,7.573486367692173,0.18692462,-0.31627524,0.08307761,0.3256203459823484,0.0448536882756563,0.4341986067866542,12.73656513526197,19.82918458643404,13.83886819297262,4.0
6.0,1.8585726705717025,5.637395848825166,7.569052622945764,0.18692462,-0.31627524,0.08307761,0.3194072046523331,0.0379993466371033,0.4406742205370353,12.74145475216262,19.825692389352685,13.851617670519952,4.0
6.0,1.8391498776439397,5.631195186015807,7.594290079021956,0.18692462,-0.31627524,0.08307761,0.3312678552631825,0.0595086862147086,0.4384683737667714,12.729281819782084,19.827528451615255,13.867292530103509,4.0
6.0,1.868545429274878,5.639063495778434,7.560562668793585,0.18692462,-0.31627524,0.08307761,0.3249013807996208,0.060415786124184,0.4442135392598859,12.730069363477185,19.81296927217632,13.849511175577312,4.0
6.0,1.8476806050282235,5.655368530663103,7.5696367946085585,0.18692462,-0.31627524,0.08307761,0.3328748387741891,0.0691006881902544,0.4517115324491656,12.739932243645042,19.80591709410656,13.863776117456457,4.0
4.0,2.0338993,5.6745787,7.600203,0.018173227,0.017104214,0.0009162972,0.32160297,0.052665852,0.44589442,11.231251,19.03125,14.212501,8.0
4.0,2.0312146442924925,5.690584885407281,7.587045281361068,0.018173227,0.017104214,0.0009162972,0.3152220883306258,0.0574006593271243,0.4659445438926765,11.245390278849746,19.04268588437238,14.213312322026509,8.0
4.0,2.0499661527639232,5.6608785197465705,7.621956556311544,0.018173227,0.017104214,0.0009162972,0.3103217097817734,0.060053484142485,0.4373720471733469,11.236072271976616,19.044325544951203,14.217754292695943,8.0
4.0,2.02993016628195,5.66749572482562,7.594641865991881,0.018173227,0.017104214,0.0009162972,0.3239755676137902,0.0594472989138086,0.4252591915592451,11.25268945555679,19.028630626340775,14.203974869480623,8.0
4.0,2.03445012192887,5.68099463468771,7.576323835365309,0.018173227,0.017104214,0.0009162972,0.3102185648209682,0.0553509404970103,0.448688976272429,11.218656738608962,19.034633743577345,14.202037975070157,8.0
4.0,2.054999553793901,5.6654020706024895,7.596122704628451,0.018173227,0.017104214,0.0009162972,0.324442298799851,0.0488122470680572,0.4466679959915885,11.23816642558371,19.04104705562309,14.210912317469202,8.0
1.0,1.7934206,5.6446686,7.7108707,0.16905683,-0.2452622,0.082924895,0.3206911,0.059217207,0.44450462,12.468751,19.575,14.137501,5.0
