digit1,digit2,acc1X,acc1Y,acc1Z,gyro1X,gyro1Y,gyro1Z,rot1X,rot1Y,rot1Z,mag1X,mag1Y,mag1Z,acc2X,acc2Y,acc2Z,gyro2X,gyro2Y,gyro2Z,rot2X,rot2Y,rot2Z,mag2X,mag2Y,mag2Z,sequence
2,1,2.3922246,6.1232333,7.140781,0.33750278,-0.34193155,0.16859868,0.31544104,0.110243976,0.55580336,11.6625,17.925001,8.587501,2.5968108,6.2201424,7.033104,-0.023060145,0.08933897,0.013133593,0.33024657,0.099312134,0.5533103,10.59375,17.15625,8.681251,2148
2,1,2.386424488858077,6.133147388468812,7.134493148050464,0.33750278,-0.34193155,0.16859868,0.3012708380175446,0.0978593600810557,0.5488038926621969,11.660667768333251,17.939952862453804,8.577735438733617,2.6165136232259742,6.223776404396542,7.034614341291454,-0.023060145,0.08933897,0.013133593,0.3533273441550123,0.0954359179696813,0.5567632670668204,10.618415265912777,17.146450872427444,8.679047941742954,2148
2,1,2.4008517287091844,6.134190677855084,7.146338701252622,0.33750278,-0.34193155,0.16859868,0.3012169079798898,0.1072103910320303,0.5631898655826634,11.664070434369574,17.940400489125224,8.586318228408041,2.5977140969855412,6.2496670164196395,7.033745251747108,-0.023060145,0.08933897,0.013133593,0.3300968065580379,0.097710804913971,0.5546184850992284,10.594986654714214,17.163814969494783,8.679749324472212,2148
2,1,2.389145802156702,6.125802152446342,7.126968076896931,0.33750278,-0.34193155,0.16859868,0.3284774759078243,0.1011953672911173,0.5503564135440997,11.664432694669298,17.936479999500147,8.590697419102124,2.5829421914586916,6.212032953776872,7.033044016156379,-0.023060145,0.08933897,0.013133593,0.3436848088015027,0.099280629722406,0.5714241066734828,10.6165956422781,17.14866875782625,8.679037113202554,2148
2,1,2.392742798624932,6.109564782397246,7.139837557359969,0.33750278,-0.34193155,0.16859868,0.3226307801532831,0.1037687481001726,0.5594073944035314,11.644249283642324,17.932971558172582,8.585993404713834,2.5739689701607293,6.227445285420355,7.036529060718027,-0.023060145,0.08933897,0.013133593,0.3185646240217447,0.0866216206057479,0.5491725227413727,10.603467564791949,17.15543415197383,8.68138686054965,2148
2,1,2.3943484615218837,6.124916361919114,7.149292163721577,0.33750278,-0.34193155,0.16859868,0.3269641210131523,0.092089205736912,0.5685240500200798,11.662465278813317,17.92583528905908,8.599172692741234,2.598107842774416,6.222803133892646,7.041770227141404,-0.023060145,0.08933897,0.013133593,0.3306624872426961,0.0874400741470135,0.5529105429288912,10.582900323107072,17.138247249508435,8.668709038472924,2148
7,2,1.4835501,5.8504515,7.489535,0.043371398,0.0006108648,0.0013744457,0.3069256,0.12921965,0.57521135,12.056251,17.2875,7.6687503,1.9806589,5.966503,7.34776,0.052687086,-0.07925971,0.10415245,0.31714326,0.1222466,0.57719886,11.64375,16.987501,7.6687503,7255
7,2,1.4923081248604504,5.854181493092984,7.482455935138876,0.043371398,0.0006108648,0.0013744457,0.3063239567830075,0.1295363948949623,0.5730229066851065,12.042140450451669,17.283464921024752,7.67529572055164,1.989665412713642,5.961945634163453,7.348854355776401,0.052687086,-0.07925971,0.10415245,0.3192322373423128,0.120271069056078,0.5759886093061949,11.643429654536751,16.991563492449462,7.667130775745312,7255
7,2,1.4795477656155387,5.837912458795466,7.496276076038171,0.043371398,0.0006108648,0.0013744457,0.3059773849248769,0.1295972093456205,0.59042095786301,12.066023752218,17.294648828686896,7.670539385625268,1.9665118218560695,5.954527614692908,7.336627523253539,0.052687086,-0.07925971,0.10415245,0.3103746504541342,0.1078788539402752,0.5835896231066688,11.633619846204043,16.992587620364834,7.670021271837591,7255
7,2,1.490495312736557,5.84833978022193,7.485127305611275,0.043371398,0.0006108648,0.0013744457,0.3144258409149292,0.1344212904528409,0.5918971241945714,12.063584712542845,17.27690529275262,7.662849909035226,1.976997471732476,5.969641541891351,7.3511650869441985,0.052687086,-0.07925971,0.10415245,0.3158578667046542,0.136910483739319,0.6019115245050255,11.639285070797111,16.9877567251299,7.666766725739482,7255
