digit1,acc1X,acc1Y,acc1Z,gyro1X,gyro1Y,gyro1Z,rot1X,rot1Y,rot1Z,mag1X,mag1Y,mag1Z,sequence
7,0.90388876,5.2893343,8.043473,0.3827068,0.074067354,0.2376264,0.17019989,-0.23334444,-0.7295151,9.675,34.2,32.925003,7
7,0.8937074639611516,5.286296613946941,8.03511077134445,0.3827068,0.074067354,0.2376264,0.1808125785662251,-0.2376546586700655,-0.7121633885904326,9.682587099749467,34.20131663990633,32.93773669630743,7
7,0.895374016929553,5.275145580051723,8.07173875665847,0.3827068,0.074067354,0.2376264,0.1780951151818741,-0.2323073908568355,-0.7246489451171585,9.652995247396351,34.20783565075103,32.92667449007297,7
7,0.911628628714902,5.293464486974401,8.026150951712983,0.3827068,0.074067354,0.2376264,0.1747504161228317,-0.2470512033684603,-0.7345079048451085,9.676774651838334,34.20695519167346,32.89517236596606,7
7,0.8983418745488704,5.285841633166636,8.034797344293539,0.3827068,0.074067354,0.2376264,0.1574557105165753,-0.2254596825345393,-0.7271796306852314,9.675291810515924,34.20869761978749,32.92260746167949,7
7,0.9154296067667504,5.287609035720354,8.038782573059942,0.3827068,0.074067354,0.2376264,0.172776823979257,-0.2242523120807229,-0.7294068664805073,9.680016019110072,34.204643443013175,32.93256628155843,7
3,2.5525436,5.983253,7.4859457,0.38423395,-0.46517354,0.2771799,0.32758456,0.06444946,0.45781994,15.825001,21.84375,15.69375,3
3,2.556848029374205,5.97849656250474,7.47391817475295,0.38423395,-0.46517354,0.2771799,0.3195186113664177,0.0615946413199546,0.4497392852349624,15.833931195444952,21.841908131395645,15.693853835087282,3
3,2.5711679657272333,5.985095894840124,7.477584981969911,0.38423395,-0.46517354,0.2771799,0.324353042081785,0.074164771158033,0.4439652958180797,15.817198196495456,21.83045851413151,15.699852469680671,3
3,2.550764640686691,5.995318683925381,7.500823536058749,0.38423395,-0.46517354,0.2771799,0.3354965642731903,0.0659455863790253,0.4572214602294754,15.826622139508334,21.846509499177436,15.68706928227832,3
3,2.5400873262116095,5.970768365377156,7.501133299558434,0.38423395,-0.46517354,0.2771799,0.3289697991776684,0.0509142734997159,0.4543218135817161,15.82772963749297,21.838809432533285,15.680969976834028,3
3,2.5594861291026287,5.973902980709963,7.498226767936884,0.38423395,-0.46517354,0.2771799,0.3131789046081027,0.0434892210417458,0.4432042201987071,15.834446509099422,21.845162781496818,15.708217284627576,3
5,2.129014,5.7966127,7.6163545,0.18723005,-0.21395539,0.035124727,0.29539785,0.061704807,0.43321133,13.931251,20.625,15.000001,5
5,2.137562443311436,5.7907870927445195,7.606707732263943,0.18723005,-0.21395539,0.035124727,0.2992194739264854,0.0536849802474636,0.4220080120393233,13.92481431445289,20.61836482328304,14.997361619700722,5
5,2.13609775169414,5.820601730478688,7.617260747966186,0.18723005,-0.21395539,0.035124727,0.2925985568191291,0.0634774041481402,0.4265150397050569,13.933820689193803,20.62634653279942,14.99005469182204,5
5,2.1365896997746323,5.812059700219725,7.627990259131208,0.18723005,-0.21395539,0.035124727,0.3115182486153629,0.0636857116418185,0.4260349919736909,13.93671681335314,20.628868171860095,15.017072631911285,5
5,2.1317923147130897,5.800967076872124,7.617163324069764,0.18723005,-0.21395539,0.035124727,0.2977172494715437,0.0617394513938277,0.4276751254416118,13.92834171104659,20.60812712665514,14.991010169643529,5
5,2.139415900187412,5.7973363384362635,7.618745847400633,0.18723005,-0.21395539,0.035124727,0.2893601151277493,0.0646824425622283,0.4352468834278195,13.940800354332737,20.627467219636003,14.975252664448355,5
9,3.1004999,6.068198,7.05105,-0.08353576,0.21670428,-0.022143848,0.3409977,0.040808614,0.4435161,11.512501,19.03125,15.093751,9
9,3.097361962861035,6.048756810465509,7.056020381533727,-0.08353576,0.21670428,-0.022143848,0.3526730274337341,0.040537114599309,0.4327025009248008,11.525367831178334,19.02692628609952,15.101839439435004,9
9,3.0902947862540637,6.05904792357853,7.046102900152793,-0.08353576,0.21670428,-0.022143848,0.3608668136199744,0.0461952939487158,0.4423208207545817,11.527242554125523,19.062562251283595,15.088324377298209,9
9,3.0868647189965897,6.066480054792448,7.053156808101938,-0.08353576,0.21670428,-0.022143848,0.3369613426315976,0.0334197193075571,0.4429564986076289,11.518764673150464,19.023887539917364,15.092339838975567,9
9,3.1029315323463136,6.071056297605765,7.068227182468702,-0.08353576,0.21670428,-0.022143848,0.3255185286551,0.0490833975181617,0.4435610222606244,11.512004092870832,19.028841701852308,15.101782463675814,9
9,3.0893757126079815,6.068060889868983,7.049926419224826,-0.08353576,0.21670428,-0.022143848,0.3292988246097257,0.0506510312668296,0.4371184561928053,11.516573097065624,19.02716001514987,15.085884920788226,9
6,1.861616,5.6333027,7.5720873,0.18692462,-0.31627524,0.08307761,0.32603866,0.053699385,0.44821715,12.731251,19.81875,13.856251,6
6,1.866445729162887,5.629918183371514,7.57248982444207,0.18692462,-0.31627524,0.08307761,0.3432994821825438,0.0500450456420655,0.4678372531271942,12.744291263898743,19.83730435382472,13.85449161498262,6
6,1.8573407096760837,5.625521177620805,7.552310543141396,0.18692462,-0.31627524,0.08307761,0.3371597949931069,0.0529619439577002,0.4550893660723589,12.731593489212475,19.826894027238907,13.843476607925432,6
6,1.8637409715697644,5.631501185161012,7.598145232162747,0.18692462,-0.31627524,0.08307761,0.3384648834275297,0.0542749319953369,0.4404186257237437,12.713921866027215,19.813693869662117,13.864185095857398,6
6,1.865978978434794,5.633142765029816,7.576994963107749,0.18692462,-0.31627524,0.08307761,0.3407928399083556,0.0620880939667922,0.4349522968109541,12.7372569682843,19.8201464253748,13.847529145146906,6
6,1.8556601107079151,5.618316120446181,7.56108094402866,0.18692462,-0.31627524,0.08307761,0.3185791109500592,0.0445224183510652,0.4492240677992683,12.7407849997038,19.8124553799693,13.86332212095902,6
