digit,accX,accY,accZ,gyroX,gyroY,gyroZ,rotX,rotY,rotZ,magX,magY,magZ
7.0,0.90388876,5.2893343,8.043473,0.3827068,0.074067354,0.2376264,0.17019989,-0.23334444,-0.7295151,9.675,34.2,32.925003
0.0,0.9870393,6.09093,7.283752,0.32986698,-0.017867794,-0.021380268,0.18742613,-0.257631,-0.72281194,11.64375,29.643751,25.181252
1.0,0.79740816,6.619744,7.0869427,-0.013286309,0.30802858,-0.062460925,0.20606567,-0.2600632,-0.72145957,15.8625,20.6625,11.606251
7.0,0.9053956310837048,5.2822237674001045,8.039856487186293,0.3827068,0.074067354,0.2376264,0.1773064850744963,-0.2356760040936738,-0.7348203032686279,9.672083489277016,34.206782730520345,32.92633597459681
0.0,0.9891924856219008,6.082924756633511,7.277934441562889,0.32986698,-0.017867794,-0.021380268,0.1878433890351039,-0.2562199322743419,-0.7255529087109107,11.626572973976977,29.650703785905,25.16600873852572
1.0,0.7919132290503693,6.604283205959165,7.085556034259474,-0.013286309,0.30802858,-0.062460925,0.2117443302320026,-0.2719100593140366,-0.7218198143173422,15.859494223888747,20.66978480618076,11.60895264604423
7.0,0.913267205297058,5.2783144654872345,8.028456569081577,0.3827068,0.074067354,0.2376264,0.1640062414591175,-0.2363604003873451,-0.7075417518791537,9.683260276928696,34.2031747439665,32.92976619559499
0.0,0.973285385129912,6.083066729221591,7.278295835097585,0.32986698,-0.017867794,-0.021380268,0.1841841288744511,-0.2547888365999592,-0.7309481334721568,11.638376910878922,29.645582415557616,25.18498840986857
1.0,0.8012684204018292,6.631254107122978,7.0777915430467315,-0.013286309,0.30802858,-0.062460925,0.1988669324982934,-0.2656861629148923,-0.7161513583142245,15.847528556985782,20.65489628619808,11.620303791495784
7.0,0.9107248787025058,5.272383764198741,8.02509765224217,0.3827068,0.074067354,0.2376264,0.1816735154403311,-0.2213641679672905,-0.7204462534929899,9.690645007358649,34.207359528252475,32.945198690313234
0.0,0.9875068290691704,6.073624853214683,7.282112813892672,0.32986698,-0.017867794,-0.021380268,0.1792017210036258,-0.2597018625649564,-0.7230290968683719,11.638347954079247,29.63626703542983,25.190572492491636
1.0,0.7819821435758143,6.620839020892672,7.099013194372219,-0.013286309,0.30802858,-0.062460925,0.1966725961345878,-0.2531445207724143,-0.736581629729309,15.864439169203424,20.66376413663316,11.591750673500718
7.0,0.9153044659300794,5.289534142037167,8.042627178071061,0.3827068,0.074067354,0.2376264,0.171152389990923,-0.2181762864799733,-0.7305208514851319,9.6832367267585,34.19833240346921,32.93200693354294
0.0,0.9944079713912314,6.076538820017448,7.279154506001716,0.32986698,-0.017867794,-0.021380268,0.1678974015096521,-0.2547965269580994,-0.7029379245792975,11.631396244942382,29.65728984147442,25.181539585200444
1.0,0.8038935336049275,6.621988527648986,7.093838601370636,-0.013286309,0.30802858,-0.062460925,0.2065004062714234,-0.2616034248161362,-0.7382055749049095,15.86094324862098,20.65328470712972,11.608387240315258
7.0,0.8932594562702575,5.290821077602752,8.023192685693612,0.3827068,0.074067354,0.2376264,0.1585015771808736,-0.2400146700255567,-0.7298401970519697,9.685058537798632,34.190766795745695,32.92115796233052
0.0,0.9906597175285524,6.096864560376021,7.291533324826371,0.32986698,-0.017867794,-0.021380268,0.1933562017788717,-0.2742862160240416,-0.7333423886587314,11.658412927465015,29.653978053726856,25.17657307360946
1.0,0.7845418660599991,6.603811258741098,7.09689789055246,-0.013286309,0.30802858,-0.062460925,0.2072382158307393,-0.2689228060734543,-0.7176857813516833,15.870298209610226,20.668339211816317,11.616969697845745
3.0,2.5525436,5.983253,7.4859457,0.38423395,-0.46517354,0.2771799,0.32758456,0.06444946,0.45781994,15.825001,21.84375,15.69375
2.0,3.2327034,6.328418,6.9559355,0.24846925,-0.11362085,0.028710645,0.32758456,0.06444946,0.45781994,13.968751,20.8125,16.2
7.0,2.097309,6.220741,7.19103,-0.15851942,0.5861248,-0.19104797,0.31323904,0.11274788,0.46055436,11.625,18.712502,16.59375
3.0,2.5475541686196235,5.9718812355217255,7.488170390731783,0.38423395,-0.46517354,0.2771799,0.3208090465116414,0.0677455934345302,0.479746798813198,15.8060851896077,21.845590310050564,15.673679140672837
2.0,3.2447868981811605,6.330711317356287,6.954085158684106,0.24846925,-0.11362085,0.028710645,0.3269010869719671,0.0625470590650803,0.4601660960592311,13.96176461364171,20.8070919464095,16.191864038852028
7.0,2.1094579934775894,6.219172702713311,7.200007577146186,-0.15851942,0.5861248,-0.19104797,0.308923534504917,0.098382094881746,0.4746199436625117,11.620811354896995,18.704856038206092,16.592056151228185
3.0,2.559520246521018,5.9713072225515464,7.480816261954184,0.38423395,-0.46517354,0.2771799,0.3462375167301451,0.061315513494577,0.4550663228958048,15.822334769447927,21.850772023090897,15.698992823236752
2.0,3.217516719907598,6.33522140897471,6.959263594107367,0.24846925,-0.11362085,0.028710645,0.3239307175290267,0.0592261536456723,0.4586195833025787,13.962937894874315,20.81402337810427,16.187895462585796
7.0,2.0916493867042134,6.237689374599522,7.195304252485651,-0.15851942,0.5861248,-0.19104797,0.3285239804141053,0.125004871009744,0.4450916063300997,11.617242262202774,18.708307579683865,16.58962437499382
3.0,2.562647260300269,5.969038069633152,7.485985115475475,0.38423395,-0.46517354,0.2771799,0.3261359680333087,0.0767008162698539,0.4758192019198585,15.818597669471666,21.85779121644951,15.681711371907472
2.0,3.249663730028398,6.324078450844024,6.957157360820573,0.24846925,-0.11362085,0.028710645,0.3295769984184734,0.0567500593502491,0.4612573836553261,13.95984533276908,20.825899493135577,16.19003526820711
7.0,2.0880063440170273,6.215924220604005,7.194593129938754,-0.15851942,0.5861248,-0.19104797,0.3117698264186229,0.114421521234572,0.4744866149278055,11.598756104969429,18.72556811700623,16.612888285396235
3.0,2.5387325324795453,5.989996002133451,7.488224993020207,0.38423395,-0.46517354,0.2771799,0.3242413982043147,0.0620323272668932,0.4555530883452041,15.816244460322622,21.8547678192374,15.698086445668478
2.0,3.221730366530843,6.323130782059495,6.94874549943173,0.24846925,-0.11362085,0.028710645,0.3234419999574265,0.0676701878264472,0.4434426775534409,13.960620453008886,20.81783162618054,16.192050162196857
7.0,2.099473908132841,6.217621415339361,7.214353331645008,-0.15851942,0.5861248,-0.19104797,0.3144169920922738,0.1211266252173433,0.4452388281222543,11.6311557526666,18.71926712029591,16.594829224638463
3.0,2.5612758136922373,5.987815948214016,7.478023455003032,0.38423395,-0.46517354,0.2771799,0.3270146548951296,0.066822298420313,0.4479274586362013,15.823686954044266,21.836838725554923,15.6946249380515
2.0,3.22831231743305,6.34439073748734,6.958389203675291,0.24846925,-0.11362085,0.028710645,0.3103963423819525,0.0623004244896592,0.4681530959861112,13.973980824893966,20.827000651359487,16.203930041604536
7.0,2.103954575300769,6.21578933140012,7.196947550747224,-0.15851942,0.5861248,-0.19104797,0.330308425458481,0.1051866101296008,0.4625455298909622,11.614144574293649,18.705970951413764,16.602129835204774
5.0,2.129014,5.7966127,7.6163545,0.18723005,-0.21395539,0.035124727,0.29539785,0.061704807,0.43321133,13.931251,20.625,15.000001
4.0,1.8346968,5.8797636,7.2023964,0.057268575,0.20051636,-0.0097738365,0.31407285,0.053689085,0.42791703,12.76875,20.212502,15.431251
0.0,1.8867407,5.9228344,7.580462,-0.015729768,0.03894263,-0.013897174,0.3094956,0.07404902,0.4330335,12.4875,19.95,15.450001
5.0,2.1299087380224857,5.7826560528816024,7.595884076575614,0.18723005,-0.21395539,0.035124727,0.3032117458774562,0.0376144226318403,0.4303083876546993,13.91530624332072,20.609733873847556,15.004064139904992
